diff,expected_message,prompt_style,inference_message
"diff --git a/redisson/src/main/java/org/redisson/pubsub/AsyncSemaphore.java b/redisson/src/main/java/org/redisson/pubsub/AsyncSemaphore.java
index <HASH>..<HASH> 100644
--- a/redisson/src/main/java/org/redisson/pubsub/AsyncSemaphore.java
+++ b/redisson/src/main/java/org/redisson/pubsub/AsyncSemaphore.java
@@ -76,7 +76,7 @@ public class AsyncSemaphore {
         
     }
     
-    private int counter;
+    private volatile int counter;
     private final Set<Entry> listeners = new LinkedHashSet<Entry>();
 
     public AsyncSemaphore(int permits) {",Fixed - AsyncSemaphore counter field should be volatile. #<I>,detailed,
"diff --git a/findbugs/src/java/edu/umd/cs/findbugs/ba/BasicBlock.java b/findbugs/src/java/edu/umd/cs/findbugs/ba/BasicBlock.java
index <HASH>..<HASH> 100644
--- a/findbugs/src/java/edu/umd/cs/findbugs/ba/BasicBlock.java
+++ b/findbugs/src/java/edu/umd/cs/findbugs/ba/BasicBlock.java
@@ -64,7 +64,7 @@ public class BasicBlock implements Comparable, Debug {
 		nullCheckInstructionSet.set(Constants.SASTORE);
 		nullCheckInstructionSet.set(Constants.MONITORENTER);
 		nullCheckInstructionSet.set(Constants.MONITOREXIT);
-		nullCheckInstructionSet.set(Constants.ATHROW);
+		//nullCheckInstructionSet.set(Constants.ATHROW);
 		// Any others?
 	}","Don't add ATHROW to null check instruction set - causes problems
in CFG construction.  Need to investigate.


git-svn-id: <URL>",zero_shot,
"diff --git a/findbugs/src/java/edu/umd/cs/findbugs/ba/BasicBlock.java b/findbugs/src/java/edu/umd/cs/findbugs/ba/BasicBlock.java
index <HASH>..<HASH> 100644
--- a/findbugs/src/java/edu/umd/cs/findbugs/ba/BasicBlock.java
+++ b/findbugs/src/java/edu/umd/cs/findbugs/ba/BasicBlock.java
@@ -64,7 +64,7 @@ public class BasicBlock implements Comparable, Debug {
 		nullCheckInstructionSet.set(Constants.SASTORE);
 		nullCheckInstructionSet.set(Constants.MONITORENTER);
 		nullCheckInstructionSet.set(Constants.MONITOREXIT);
-		nullCheckInstructionSet.set(Constants.ATHROW);
+		//nullCheckInstructionSet.set(Constants.ATHROW);
 		// Any others?
 	}","Don't add ATHROW to null check instruction set - causes problems
in CFG construction.  Need to investigate.


git-svn-id: <URL>",conventional,
"diff --git a/findbugs/src/java/edu/umd/cs/findbugs/ba/BasicBlock.java b/findbugs/src/java/edu/umd/cs/findbugs/ba/BasicBlock.java
index <HASH>..<HASH> 100644
--- a/findbugs/src/java/edu/umd/cs/findbugs/ba/BasicBlock.java
+++ b/findbugs/src/java/edu/umd/cs/findbugs/ba/BasicBlock.java
@@ -64,7 +64,7 @@ public class BasicBlock implements Comparable, Debug {
 		nullCheckInstructionSet.set(Constants.SASTORE);
 		nullCheckInstructionSet.set(Constants.MONITORENTER);
 		nullCheckInstructionSet.set(Constants.MONITOREXIT);
-		nullCheckInstructionSet.set(Constants.ATHROW);
+		//nullCheckInstructionSet.set(Constants.ATHROW);
 		// Any others?
 	}","Don't add ATHROW to null check instruction set - causes problems
in CFG construction.  Need to investigate.


git-svn-id: <URL>",imperative,
"diff --git a/findbugs/src/java/edu/umd/cs/findbugs/ba/BasicBlock.java b/findbugs/src/java/edu/umd/cs/findbugs/ba/BasicBlock.java
index <HASH>..<HASH> 100644
--- a/findbugs/src/java/edu/umd/cs/findbugs/ba/BasicBlock.java
+++ b/findbugs/src/java/edu/umd/cs/findbugs/ba/BasicBlock.java
@@ -64,7 +64,7 @@ public class BasicBlock implements Comparable, Debug {
 		nullCheckInstructionSet.set(Constants.SASTORE);
 		nullCheckInstructionSet.set(Constants.MONITORENTER);
 		nullCheckInstructionSet.set(Constants.MONITOREXIT);
-		nullCheckInstructionSet.set(Constants.ATHROW);
+		//nullCheckInstructionSet.set(Constants.ATHROW);
 		// Any others?
 	}","Don't add ATHROW to null check instruction set - causes problems
in CFG construction.  Need to investigate.


git-svn-id: <URL>",minimal,
"diff --git a/findbugs/src/java/edu/umd/cs/findbugs/ba/BasicBlock.java b/findbugs/src/java/edu/umd/cs/findbugs/ba/BasicBlock.java
index <HASH>..<HASH> 100644
--- a/findbugs/src/java/edu/umd/cs/findbugs/ba/BasicBlock.java
+++ b/findbugs/src/java/edu/umd/cs/findbugs/ba/BasicBlock.java
@@ -64,7 +64,7 @@ public class BasicBlock implements Comparable, Debug {
 		nullCheckInstructionSet.set(Constants.SASTORE);
 		nullCheckInstructionSet.set(Constants.MONITORENTER);
 		nullCheckInstructionSet.set(Constants.MONITOREXIT);
-		nullCheckInstructionSet.set(Constants.ATHROW);
+		//nullCheckInstructionSet.set(Constants.ATHROW);
 		// Any others?
 	}","Don't add ATHROW to null check instruction set - causes problems
in CFG construction.  Need to investigate.


git-svn-id: <URL>",detailed,
"diff --git a/src/main/java/com/relayrides/pushy/apns/ApnsClient.java b/src/main/java/com/relayrides/pushy/apns/ApnsClient.java
index <HASH>..<HASH> 100644
--- a/src/main/java/com/relayrides/pushy/apns/ApnsClient.java
+++ b/src/main/java/com/relayrides/pushy/apns/ApnsClient.java
@@ -205,6 +205,8 @@ public class ApnsClient<T extends ApnsPushNotification> {
         });
     }
 
+    // TODO Expose connection/handshake timeout settings
+
     /**
      * <p>Connects to the given APNs gateway on the default (HTTPS) port ({@value DEFAULT_APNS_PORT}).</p>
      *",Added a TODO for connection timeouts.,zero_shot,
"diff --git a/src/main/java/com/relayrides/pushy/apns/ApnsClient.java b/src/main/java/com/relayrides/pushy/apns/ApnsClient.java
index <HASH>..<HASH> 100644
--- a/src/main/java/com/relayrides/pushy/apns/ApnsClient.java
+++ b/src/main/java/com/relayrides/pushy/apns/ApnsClient.java
@@ -205,6 +205,8 @@ public class ApnsClient<T extends ApnsPushNotification> {
         });
     }
 
+    // TODO Expose connection/handshake timeout settings
+
     /**
      * <p>Connects to the given APNs gateway on the default (HTTPS) port ({@value DEFAULT_APNS_PORT}).</p>
      *",Added a TODO for connection timeouts.,conventional,
"diff --git a/src/main/java/com/relayrides/pushy/apns/ApnsClient.java b/src/main/java/com/relayrides/pushy/apns/ApnsClient.java
index <HASH>..<HASH> 100644
--- a/src/main/java/com/relayrides/pushy/apns/ApnsClient.java
+++ b/src/main/java/com/relayrides/pushy/apns/ApnsClient.java
@@ -205,6 +205,8 @@ public class ApnsClient<T extends ApnsPushNotification> {
         });
     }
 
+    // TODO Expose connection/handshake timeout settings
+
     /**
      * <p>Connects to the given APNs gateway on the default (HTTPS) port ({@value DEFAULT_APNS_PORT}).</p>
      *",Added a TODO for connection timeouts.,imperative,
"diff --git a/src/main/java/com/relayrides/pushy/apns/ApnsClient.java b/src/main/java/com/relayrides/pushy/apns/ApnsClient.java
index <HASH>..<HASH> 100644
--- a/src/main/java/com/relayrides/pushy/apns/ApnsClient.java
+++ b/src/main/java/com/relayrides/pushy/apns/ApnsClient.java
@@ -205,6 +205,8 @@ public class ApnsClient<T extends ApnsPushNotification> {
         });
     }
 
+    // TODO Expose connection/handshake timeout settings
+
     /**
      * <p>Connects to the given APNs gateway on the default (HTTPS) port ({@value DEFAULT_APNS_PORT}).</p>
      *",Added a TODO for connection timeouts.,minimal,
"diff --git a/src/main/java/com/relayrides/pushy/apns/ApnsClient.java b/src/main/java/com/relayrides/pushy/apns/ApnsClient.java
index <HASH>..<HASH> 100644
--- a/src/main/java/com/relayrides/pushy/apns/ApnsClient.java
+++ b/src/main/java/com/relayrides/pushy/apns/ApnsClient.java
@@ -205,6 +205,8 @@ public class ApnsClient<T extends ApnsPushNotification> {
         });
     }
 
+    // TODO Expose connection/handshake timeout settings
+
     /**
      * <p>Connects to the given APNs gateway on the default (HTTPS) port ({@value DEFAULT_APNS_PORT}).</p>
      *",Added a TODO for connection timeouts.,detailed,
"diff --git a/ninio-core/src/main/java/com/davfx/ninio/core/InMemoryCache.java b/ninio-core/src/main/java/com/davfx/ninio/core/InMemoryCache.java
index <HASH>..<HASH> 100644
--- a/ninio-core/src/main/java/com/davfx/ninio/core/InMemoryCache.java
+++ b/ninio-core/src/main/java/com/davfx/ninio/core/InMemoryCache.java
@@ -306,6 +306,10 @@ public final class InMemoryCache {
 				}
 				
 				data = subs.data;
+				
+				if (data != null) {
+					send = false;
+				}
 
 				if (send || (data == null)) {
 					subs.subs.put(context.sub, null);",InMemoryCache: No request send when data is available,zero_shot,
"diff --git a/ninio-core/src/main/java/com/davfx/ninio/core/InMemoryCache.java b/ninio-core/src/main/java/com/davfx/ninio/core/InMemoryCache.java
index <HASH>..<HASH> 100644
--- a/ninio-core/src/main/java/com/davfx/ninio/core/InMemoryCache.java
+++ b/ninio-core/src/main/java/com/davfx/ninio/core/InMemoryCache.java
@@ -306,6 +306,10 @@ public final class InMemoryCache {
 				}
 				
 				data = subs.data;
+				
+				if (data != null) {
+					send = false;
+				}
 
 				if (send || (data == null)) {
 					subs.subs.put(context.sub, null);",InMemoryCache: No request send when data is available,conventional,
"diff --git a/ninio-core/src/main/java/com/davfx/ninio/core/InMemoryCache.java b/ninio-core/src/main/java/com/davfx/ninio/core/InMemoryCache.java
index <HASH>..<HASH> 100644
--- a/ninio-core/src/main/java/com/davfx/ninio/core/InMemoryCache.java
+++ b/ninio-core/src/main/java/com/davfx/ninio/core/InMemoryCache.java
@@ -306,6 +306,10 @@ public final class InMemoryCache {
 				}
 				
 				data = subs.data;
+				
+				if (data != null) {
+					send = false;
+				}
 
 				if (send || (data == null)) {
 					subs.subs.put(context.sub, null);",InMemoryCache: No request send when data is available,imperative,
"diff --git a/ninio-core/src/main/java/com/davfx/ninio/core/InMemoryCache.java b/ninio-core/src/main/java/com/davfx/ninio/core/InMemoryCache.java
index <HASH>..<HASH> 100644
--- a/ninio-core/src/main/java/com/davfx/ninio/core/InMemoryCache.java
+++ b/ninio-core/src/main/java/com/davfx/ninio/core/InMemoryCache.java
@@ -306,6 +306,10 @@ public final class InMemoryCache {
 				}
 				
 				data = subs.data;
+				
+				if (data != null) {
+					send = false;
+				}
 
 				if (send || (data == null)) {
 					subs.subs.put(context.sub, null);",InMemoryCache: No request send when data is available,minimal,
"diff --git a/ninio-core/src/main/java/com/davfx/ninio/core/InMemoryCache.java b/ninio-core/src/main/java/com/davfx/ninio/core/InMemoryCache.java
index <HASH>..<HASH> 100644
--- a/ninio-core/src/main/java/com/davfx/ninio/core/InMemoryCache.java
+++ b/ninio-core/src/main/java/com/davfx/ninio/core/InMemoryCache.java
@@ -306,6 +306,10 @@ public final class InMemoryCache {
 				}
 				
 				data = subs.data;
+				
+				if (data != null) {
+					send = false;
+				}
 
 				if (send || (data == null)) {
 					subs.subs.put(context.sub, null);",InMemoryCache: No request send when data is available,detailed,
"diff --git a/Tests/test/org/bimserver/tests/AllTests.java b/Tests/test/org/bimserver/tests/AllTests.java
index <HASH>..<HASH> 100644
--- a/Tests/test/org/bimserver/tests/AllTests.java
+++ b/Tests/test/org/bimserver/tests/AllTests.java
@@ -94,7 +94,7 @@ public class AllTests {
 		BimServerConfig config = new BimServerConfig();

 		config.setHomeDir(home);

 		config.setStartEmbeddedWebServer(true);

-		config.setPort(8080);

+		config.setPort(7010);

 		config.setResourceFetcher(new LocalDevelopmentResourceFetcher(Paths.get(""../"")));

 		config.setClassPath(System.getProperty(""java.class.path""));",Changed test port to <I>,zero_shot,
"diff --git a/Tests/test/org/bimserver/tests/AllTests.java b/Tests/test/org/bimserver/tests/AllTests.java
index <HASH>..<HASH> 100644
--- a/Tests/test/org/bimserver/tests/AllTests.java
+++ b/Tests/test/org/bimserver/tests/AllTests.java
@@ -94,7 +94,7 @@ public class AllTests {
 		BimServerConfig config = new BimServerConfig();

 		config.setHomeDir(home);

 		config.setStartEmbeddedWebServer(true);

-		config.setPort(8080);

+		config.setPort(7010);

 		config.setResourceFetcher(new LocalDevelopmentResourceFetcher(Paths.get(""../"")));

 		config.setClassPath(System.getProperty(""java.class.path""));",Changed test port to <I>,conventional,
"diff --git a/Tests/test/org/bimserver/tests/AllTests.java b/Tests/test/org/bimserver/tests/AllTests.java
index <HASH>..<HASH> 100644
--- a/Tests/test/org/bimserver/tests/AllTests.java
+++ b/Tests/test/org/bimserver/tests/AllTests.java
@@ -94,7 +94,7 @@ public class AllTests {
 		BimServerConfig config = new BimServerConfig();

 		config.setHomeDir(home);

 		config.setStartEmbeddedWebServer(true);

-		config.setPort(8080);

+		config.setPort(7010);

 		config.setResourceFetcher(new LocalDevelopmentResourceFetcher(Paths.get(""../"")));

 		config.setClassPath(System.getProperty(""java.class.path""));",Changed test port to <I>,imperative,
"diff --git a/Tests/test/org/bimserver/tests/AllTests.java b/Tests/test/org/bimserver/tests/AllTests.java
index <HASH>..<HASH> 100644
--- a/Tests/test/org/bimserver/tests/AllTests.java
+++ b/Tests/test/org/bimserver/tests/AllTests.java
@@ -94,7 +94,7 @@ public class AllTests {
 		BimServerConfig config = new BimServerConfig();

 		config.setHomeDir(home);

 		config.setStartEmbeddedWebServer(true);

-		config.setPort(8080);

+		config.setPort(7010);

 		config.setResourceFetcher(new LocalDevelopmentResourceFetcher(Paths.get(""../"")));

 		config.setClassPath(System.getProperty(""java.class.path""));",Changed test port to <I>,minimal,
"diff --git a/Tests/test/org/bimserver/tests/AllTests.java b/Tests/test/org/bimserver/tests/AllTests.java
index <HASH>..<HASH> 100644
--- a/Tests/test/org/bimserver/tests/AllTests.java
+++ b/Tests/test/org/bimserver/tests/AllTests.java
@@ -94,7 +94,7 @@ public class AllTests {
 		BimServerConfig config = new BimServerConfig();

 		config.setHomeDir(home);

 		config.setStartEmbeddedWebServer(true);

-		config.setPort(8080);

+		config.setPort(7010);

 		config.setResourceFetcher(new LocalDevelopmentResourceFetcher(Paths.get(""../"")));

 		config.setClassPath(System.getProperty(""java.class.path""));",Changed test port to <I>,detailed,
"diff --git a/src/org/jgroups/protocols/pbcast/FLUSH.java b/src/org/jgroups/protocols/pbcast/FLUSH.java
index <HASH>..<HASH> 100644
--- a/src/org/jgroups/protocols/pbcast/FLUSH.java
+++ b/src/org/jgroups/protocols/pbcast/FLUSH.java
@@ -548,8 +548,8 @@ public class FLUSH extends Protocol {
     }
     
     private void sendUnBlockUpToChannel() {
-        up_prot.up(new Event(Event.UNBLOCK));
         sentBlock.set(false);
+        up_prot.up(new Event(Event.UNBLOCK));       
     }
 
     private boolean isCurrentFlushMessage(FlushHeader fh) {",eliminating thread race that removed BLOCK/UNBLOCK events in certain cases,zero_shot,
"diff --git a/src/org/jgroups/protocols/pbcast/FLUSH.java b/src/org/jgroups/protocols/pbcast/FLUSH.java
index <HASH>..<HASH> 100644
--- a/src/org/jgroups/protocols/pbcast/FLUSH.java
+++ b/src/org/jgroups/protocols/pbcast/FLUSH.java
@@ -548,8 +548,8 @@ public class FLUSH extends Protocol {
     }
     
     private void sendUnBlockUpToChannel() {
-        up_prot.up(new Event(Event.UNBLOCK));
         sentBlock.set(false);
+        up_prot.up(new Event(Event.UNBLOCK));       
     }
 
     private boolean isCurrentFlushMessage(FlushHeader fh) {",eliminating thread race that removed BLOCK/UNBLOCK events in certain cases,conventional,
